"ProductID","ProductName","CategoryName","OrderDate","bulan","tahun","UnitPrice","Quantity","Discount","sales_no_discount","sales"
2,Chang,Beverages,1998-05-05 00:00:00.000,5,1998,"19.0000",20,0.15,"380.0000",323.0
2,Chang,Beverages,1998-05-05 00:00:00.000,5,1998,"19.0000",8,0.0,"152.0000",152.0
2,Chang,Beverages,1998-05-06 00:00:00.000,5,1998,"19.0000",10,0.15,"190.0000",161.5
2,Chang,Beverages,1998-04-24 00:00:00.000,4,1998,"19.0000",10,0.2,"190.0000",152.0
2,Chang,Beverages,1998-04-22 00:00:00.000,4,1998,"19.0000",30,0.2,"570.0000",456.0
2,Chang,Beverages,1998-04-17 00:00:00.000,4,1998,"19.0000",100,0.25,"1900.0000",1425.0
2,Chang,Beverages,1998-04-14 00:00:00.000,4,1998,"19.0000",11,0.25,"209.0000",156.75
2,Chang,Beverages,1998-04-01 00:00:00.000,4,1998,"19.0000",50,0.2,"950.0000",760.0
2,Chang,Beverages,1998-05-06 00:00:00.000,5,1998,"19.0000",24,0.2,"456.0000",364.80002
2,Chang,Beverages,1998-03-10 00:00:00.000,3,1998,"19.0000",10,0.15,"190.0000",161.5
2,Chang,Beverages,1998-02-03 00:00:00.000,2,1998,"19.0000",21,0.25,"399.0000",299.25
2,Chang,Beverages,1998-02-12 00:00:00.000,2,1998,"19.0000",20,0.0,"380.0000",380.0
2,Chang,Beverages,1998-02-16 00:00:00.000,2,1998,"19.0000",20,0.0,"380.0000",380.0
2,Chang,Beverages,1998-01-26 00:00:00.000,1,1998,"19.0000",5,0.05,"95.0000",90.25
2,Chang,Beverages,1998-01-26 00:00:00.000,1,1998,"19.0000",15,0.0,"285.0000",285.0
2,Chang,Beverages,1998-01-28 00:00:00.000,1,1998,"19.0000",20,0.0,"380.0000",380.0
2,Chang,Beverages,1997-12-05 00:00:00.000,12,1997,"19.0000",40,0.0,"760.0000",760.0
2,Chang,Beverages,1997-11-14 00:00:00.000,11,1997,"19.0000",15,0.2,"285.0000",228.0
2,Chang,Beverages,1997-10-22 00:00:00.000,10,1997,"19.0000",30,0.25,"570.0000",427.5
2,Chang,Beverages,1997-10-29 00:00:00.000,10,1997,"19.0000",3,0.0,"57.0000",57.0
2,Chang,Beverages,1997-12-19 00:00:00.000,12,1997,"19.0000",15,0.05,"285.0000",270.75
2,Chang,Beverages,1997-12-23 00:00:00.000,12,1997,"19.0000",10,0.0,"190.0000",190.0
2,Chang,Beverages,1997-12-31 00:00:00.000,12,1997,"19.0000",20,0.25,"380.0000",285.0
2,Chang,Beverages,1998-01-05 00:00:00.000,1,1998,"19.0000",12,0.2,"228.0000",182.40001
2,Chang,Beverages,1998-01-13 00:00:00.000,1,1998,"19.0000",10,0.0,"190.0000",190.0
2,Chang,Beverages,1997-10-14 00:00:00.000,10,1997,"19.0000",5,0.0,"95.0000",95.0
2,Chang,Beverages,1997-08-22 00:00:00.000,8,1997,"19.0000",50,0.0,"950.0000",950.0
2,Chang,Beverages,1997-08-06 00:00:00.000,8,1997,"19.0000",20,0.0,"380.0000",380.0
2,Chang,Beverages,1997-08-14 00:00:00.000,8,1997,"19.0000",30,0.05,"570.0000",541.5
2,Chang,Beverages,1997-07-25 00:00:00.000,7,1997,"19.0000",10,0.0,"190.0000",190.0
2,Chang,Beverages,1997-03-25 00:00:00.000,3,1997,"15.2000",20,0.1,"304.0000",273.6
2,Chang,Beverages,1997-04-11 00:00:00.000,4,1997,"19.0000",12,0.0,"228.0000",228.0
2,Chang,Beverages,1997-01-17 00:00:00.000,1,1997,"15.2000",60,0.0,"912.0000",912.0
2,Chang,Beverages,1996-12-25 00:00:00.000,12,1996,"15.2000",25,0.25,"380.0000",285.0
2,Chang,Beverages,1997-02-04 00:00:00.000,2,1997,"15.2000",10,0.0,"152.0000",152.0
2,Chang,Beverages,1997-02-10 00:00:00.000,2,1997,"15.2000",45,0.15,"684.0000",581.4
2,Chang,Beverages,1997-03-10 00:00:00.000,3,1997,"15.2000",40,0.15,"608.0000",516.8
2,Chang,Beverages,1996-10-30 00:00:00.000,10,1996,"15.2000",24,0.2,"364.8000",291.84
2,Chang,Beverages,1996-10-22 00:00:00.000,10,1996,"15.2000",7,0.2,"106.4000",85.12
2,Chang,Beverages,1996-10-11 00:00:00.000,10,1996,"15.2000",25,0.2,"380.0000",304.0
2,Chang,Beverages,1996-09-05 00:00:00.000,9,1996,"15.2000",40,0.0,"608.0000",608.0
2,Chang,Beverages,1996-07-12 00:00:00.000,7,1996,"15.2000",20,0.0,"304.0000",304.0
2,Chang,Beverages,1996-07-17 00:00:00.000,7,1996,"15.2000",50,0.2,"760.0000",608.0
2,Chang,Beverages,1996-07-24 00:00:00.000,7,1996,"15.2000",35,0.0,"532.0000",532.0
3,Aniseed Syrup,Condiments,1996-08-26 00:00:00.000,8,1996,"8.0000",30,0.0,"240.0000",240.0
3,Aniseed Syrup,Condiments,1997-01-06 00:00:00.000,1,1997,"8.0000",50,0.0,"400.0000",400.0
3,Aniseed Syrup,Condiments,1997-03-25 00:00:00.000,3,1997,"8.0000",20,0.1,"160.0000",144.0
3,Aniseed Syrup,Condiments,1997-07-07 00:00:00.000,7,1997,"10.0000",14,0.0,"140.0000",140.0
3,Aniseed Syrup,Condiments,1997-05-19 00:00:00.000,5,1997,"10.0000",60,0.0,"600.0000",600.0
3,Aniseed Syrup,Condiments,1997-10-13 00:00:00.000,10,1997,"10.0000",6,0.0,"60.0000",60.0
3,Aniseed Syrup,Condiments,1997-11-14 00:00:00.000,11,1997,"10.0000",20,0.0,"200.0000",200.0
3,Aniseed Syrup,Condiments,1997-12-03 00:00:00.000,12,1997,"10.0000",20,0.1,"200.0000",180.0
3,Aniseed Syrup,Condiments,1998-01-28 00:00:00.000,1,1998,"10.0000",30,0.0,"300.0000",300.0
3,Aniseed Syrup,Condiments,1998-01-23 00:00:00.000,1,1998,"10.0000",49,0.0,"490.0000",490.0
3,Aniseed Syrup,Condiments,1998-05-06 00:00:00.000,5,1998,"10.0000",4,0.0,"40.0000",40.0
3,Aniseed Syrup,Condiments,1998-04-13 00:00:00.000,4,1998,"10.0000",25,0.0,"250.0000",250.0
4,Chef Anton's Cajun Seasoning,Condiments,1998-04-06 00:00:00.000,4,1998,"22.0000",25,0.25,"550.0000",412.5
4,Chef Anton's Cajun Seasoning,Condiments,1998-05-06 00:00:00.000,5,1998,"22.0000",1,0.0,"22.0000",22.0
4,Chef Anton's Cajun Seasoning,Condiments,1998-01-22 00:00:00.000,1,1998,"22.0000",21,0.0,"462.0000",462.0
4,Chef Anton's Cajun Seasoning,Condiments,1998-03-16 00:00:00.000,3,1998,"22.0000",5,0.0,"110.0000",110.0
4,Chef Anton's Cajun Seasoning,Condiments,1998-02-26 00:00:00.000,2,1998,"22.0000",30,0.25,"660.0000",495.0
4,Chef Anton's Cajun Seasoning,Condiments,1997-11-03 00:00:00.000,11,1997,"22.0000",25,0.0,"550.0000",550.0
4,Chef Anton's Cajun Seasoning,Condiments,1997-10-14 00:00:00.000,10,1997,"22.0000",6,0.0,"132.0000",132.0
4,Chef Anton's Cajun Seasoning,Condiments,1997-09-02 00:00:00.000,9,1997,"22.0000",12,0.1,"264.0000",237.59999
4,Chef Anton's Cajun Seasoning,Condiments,1997-07-22 00:00:00.000,7,1997,"22.0000",20,0.2,"440.0000",352.0
4,Chef Anton's Cajun Seasoning,Condiments,1997-08-18 00:00:00.000,8,1997,"22.0000",10,0.1,"220.0000",198.0
4,Chef Anton's Cajun Seasoning,Condiments,1997-08-19 00:00:00.000,8,1997,"22.0000",25,0.0,"550.0000",550.0
4,Chef Anton's Cajun Seasoning,Condiments,1997-05-05 00:00:00.000,5,1997,"22.0000",50,0.1,"1100.0000",990.0
4,Chef Anton's Cajun Seasoning,Condiments,1997-05-12 00:00:00.000,5,1997,"22.0000",50,0.05,"1100.0000",1045.0
4,Chef Anton's Cajun Seasoning,Condiments,1997-04-18 00:00:00.000,4,1997,"22.0000",50,0.15,"1100.0000",935.0
4,Chef Anton's Cajun Seasoning,Condiments,1997-03-04 00:00:00.000,3,1997,"17.6000",16,0.2,"281.6000",225.28001
4,Chef Anton's Cajun Seasoning,Condiments,1996-10-10 00:00:00.000,10,1996,"17.6000",24,0.0,"422.4000",422.4
4,Chef Anton's Cajun Seasoning,Condiments,1996-09-19 00:00:00.000,9,1996,"17.6000",20,0.0,"352.0000",352.0
4,Chef Anton's Cajun Seasoning,Condiments,1996-10-23 00:00:00.000,10,1996,"17.6000",18,0.1,"316.8000",285.12
4,Chef Anton's Cajun Seasoning,Condiments,1996-10-28 00:00:00.000,10,1996,"17.6000",10,0.0,"176.0000",176.0
4,Chef Anton's Cajun Seasoning,Condiments,1996-11-01 00:00:00.000,11,1996,"17.6000",35,0.0,"616.0000",616.0
5,Chef Anton's Gumbo Mix,Condiments,1996-08-27 00:00:00.000,8,1996,"17.0000",20,0.0,"340.0000",340.0
5,Chef Anton's Gumbo Mix,Condiments,1996-07-17 00:00:00.000,7,1996,"17.0000",65,0.2,"1105.0000",884.0
5,Chef Anton's Gumbo Mix,Condiments,1996-07-22 00:00:00.000,7,1996,"17.0000",12,0.2,"204.0000",163.2
5,Chef Anton's Gumbo Mix,Condiments,1996-12-13 00:00:00.000,12,1996,"17.0000",32,0.0,"544.0000",544.0
5,Chef Anton's Gumbo Mix,Condiments,1997-08-18 00:00:00.000,8,1997,"21.3500",15,0.1,"320.2500",288.225
5,Chef Anton's Gumbo Mix,Condiments,1997-10-17 00:00:00.000,10,1997,"21.3500",4,0.0,"85.4000",85.4
5,Chef Anton's Gumbo Mix,Condiments,1998-01-23 00:00:00.000,1,1998,"21.3500",30,0.0,"640.5000",640.5
5,Chef Anton's Gumbo Mix,Condiments,1998-03-18 00:00:00.000,3,1998,"21.3500",20,0.0,"427.0000",427.0
5,Chef Anton's Gumbo Mix,Condiments,1998-04-17 00:00:00.000,4,1998,"21.3500",70,0.0,"1494.5000",1494.5
5,Chef Anton's Gumbo Mix,Condiments,1998-04-24 00:00:00.000,4,1998,"21.3500",30,0.25,"640.5000",480.375
6,Grandma's Boysenberry Spread,Condiments,1998-03-31 00:00:00.000,3,1998,"25.0000",40,0.0,"1000.0000",1000.0
6,Grandma's Boysenberry Spread,Condiments,1998-05-06 00:00:00.000,5,1998,"25.0000",1,0.02,"25.0000",24.5
6,Grandma's Boysenberry Spread,Condiments,1998-05-06 00:00:00.000,5,1998,"25.0000",20,0.25,"500.0000",375.0
6,Grandma's Boysenberry Spread,Condiments,1998-02-05 00:00:00.000,2,1998,"25.0000",50,0.05,"1250.0000",1187.5
6,Grandma's Boysenberry Spread,Condiments,1998-03-16 00:00:00.000,3,1998,"25.0000",16,0.05,"400.0000",380.0
6,Grandma's Boysenberry Spread,Condiments,1998-03-13 00:00:00.000,3,1998,"25.0000",12,0.0,"300.0000",300.0
6,Grandma's Boysenberry Spread,Condiments,1998-03-09 00:00:00.000,3,1998,"25.0000",20,0.0,"500.0000",500.0
6,Grandma's Boysenberry Spread,Condiments,1997-11-07 00:00:00.000,11,1997,"25.0000",30,0.0,"750.0000",750.0
6,Grandma's Boysenberry Spread,Condiments,1998-01-13 00:00:00.000,1,1998,"25.0000",6,0.0,"150.0000",150.0
6,Grandma's Boysenberry Spread,Condiments,1997-08-01 00:00:00.000,8,1997,"25.0000",70,0.0,"1750.0000",1750.0
6,Grandma's Boysenberry Spread,Condiments,1996-09-19 00:00:00.000,9,1996,"20.0000",30,0.0,"600.0000",600.0
6,Grandma's Boysenberry Spread,Condiments,1996-10-09 00:00:00.000,10,1996,"20.0000",6,0.0,"120.0000",120.0
7,Uncle Bob's Organic Dried Pears,Produce,1996-07-22 00:00:00.000,7,1996,"24.0000",15,0.0,"360.0000",360.0
7,Uncle Bob's Organic Dried Pears,Produce,1996-12-17 00:00:00.000,12,1996,"24.0000",10,0.2,"240.0000",192.0
7,Uncle Bob's Organic Dried Pears,Produce,1997-03-11 00:00:00.000,3,1997,"24.0000",30,0.0,"720.0000",720.0
7,Uncle Bob's Organic Dried Pears,Produce,1997-02-27 00:00:00.000,2,1997,"24.0000",16,0.05,"384.0000",364.8
7,Uncle Bob's Organic Dried Pears,Produce,1997-07-22 00:00:00.000,7,1997,"30.0000",45,0.0,"1350.0000",1350.0
7,Uncle Bob's Organic Dried Pears,Produce,1997-08-15 00:00:00.000,8,1997,"30.0000",35,0.0,"1050.0000",1050.0
7,Uncle Bob's Organic Dried Pears,Produce,1997-10-06 00:00:00.000,10,1997,"30.0000",90,0.0,"2700.0000",2700.0
7,Uncle Bob's Organic Dried Pears,Produce,1997-04-18 00:00:00.000,4,1997,"30.0000",50,0.15,"1500.0000",1275.0
7,Uncle Bob's Organic Dried Pears,Produce,1997-05-23 00:00:00.000,5,1997,"30.0000",10,0.0,"300.0000",300.0
7,Uncle Bob's Organic Dried Pears,Produce,1997-07-07 00:00:00.000,7,1997,"30.0000",10,0.0,"300.0000",300.0
7,Uncle Bob's Organic Dried Pears,Produce,1997-12-22 00:00:00.000,12,1997,"30.0000",3,0.15,"90.0000",76.5
7,Uncle Bob's Organic Dried Pears,Produce,1997-12-05 00:00:00.000,12,1997,"30.0000",35,0.0,"1050.0000",1050.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-03-11 00:00:00.000,3,1998,"30.0000",8,0.0,"240.0000",240.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-02-26 00:00:00.000,2,1998,"30.0000",20,0.05,"600.0000",570.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-02-26 00:00:00.000,2,1998,"30.0000",12,0.0,"360.0000",360.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-01-29 00:00:00.000,1,1998,"30.0000",5,0.0,"150.0000",150.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-01-15 00:00:00.000,1,1998,"30.0000",20,0.1,"600.0000",540.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-05-06 00:00:00.000,5,1998,"30.0000",1,0.05,"30.0000",28.5
7,Uncle Bob's Organic Dried Pears,Produce,1998-03-31 00:00:00.000,3,1998,"30.0000",60,0.0,"1800.0000",1800.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-03-31 00:00:00.000,3,1998,"30.0000",60,0.0,"1800.0000",1800.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-04-06 00:00:00.000,4,1998,"30.0000",60,0.0,"1800.0000",1800.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-04-09 00:00:00.000,4,1998,"30.0000",20,0.0,"600.0000",600.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-03-18 00:00:00.000,3,1998,"30.0000",6,0.0,"180.0000",180.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-03-19 00:00:00.000,3,1998,"30.0000",45,0.0,"1350.0000",1350.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-03-26 00:00:00.000,3,1998,"30.0000",18,0.0,"540.0000",540.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-03-27 00:00:00.000,3,1998,"30.0000",20,0.0,"600.0000",600.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-04-28 00:00:00.000,4,1998,"30.0000",40,0.0,"1200.0000",1200.0
7,Uncle Bob's Organic Dried Pears,Produce,1998-05-05 00:00:00.000,5,1998,"30.0000",15,0.05,"450.0000",427.5
7,Uncle Bob's Organic Dried Pears,Produce,1998-04-14 00:00:00.000,4,1998,"30.0000",4,0.0,"120.0000",120.0
8,Northwoods Cranberry Sauce,Condiments,1998-03-25 00:00:00.000,3,1998,"40.0000",16,0.0,"640.0000",640.0
8,Northwoods Cranberry Sauce,Condiments,1998-03-26 00:00:00.000,3,1998,"40.0000",20,0.15,"800.0000",680.0
8,Northwoods Cranberry Sauce,Condiments,1998-04-08 00:00:00.000,4,1998,"40.0000",30,0.0,"1200.0000",1200.0
8,Northwoods Cranberry Sauce,Condiments,1998-05-06 00:00:00.000,5,1998,"40.0000",2,0.1,"80.0000",72.0
8,Northwoods Cranberry Sauce,Condiments,1998-02-18 00:00:00.000,2,1998,"40.0000",30,0.0,"1200.0000",1200.0
8,Northwoods Cranberry Sauce,Condiments,1997-12-19 00:00:00.000,12,1997,"40.0000",30,0.2,"1200.0000",960.0
8,Northwoods Cranberry Sauce,Condiments,1998-01-13 00:00:00.000,1,1998,"40.0000",20,0.0,"800.0000",800.0
8,Northwoods Cranberry Sauce,Condiments,1997-04-18 00:00:00.000,4,1997,"40.0000",10,0.15,"400.0000",340.0
8,Northwoods Cranberry Sauce,Condiments,1997-04-30 00:00:00.000,4,1997,"40.0000",24,0.0,"960.0000",960.0
8,Northwoods Cranberry Sauce,Condiments,1997-10-07 00:00:00.000,10,1997,"40.0000",10,0.0,"400.0000",400.0
8,Northwoods Cranberry Sauce,Condiments,1997-10-17 00:00:00.000,10,1997,"40.0000",40,0.0,"1600.0000",1600.0
8,Northwoods Cranberry Sauce,Condiments,1996-11-01 00:00:00.000,11,1996,"32.0000",70,0.25,"2240.0000",1680.0
8,Northwoods Cranberry Sauce,Condiments,1996-11-04 00:00:00.000,11,1996,"32.0000",70,0.0,"2240.0000",2240.0
9,Mishi Kobe Niku,Meat/Poultry,1997-01-21 00:00:00.000,1,1997,"77.6000",20,0.1,"1552.0000",1396.7999
9,Mishi Kobe Niku,Meat/Poultry,1997-10-06 00:00:00.000,10,1997,"97.0000",6,0.0,"582.0000",582.0
9,Mishi Kobe Niku,Meat/Poultry,1997-09-30 00:00:00.000,9,1997,"97.0000",50,0.25,"4850.0000",3637.5
9,Mishi Kobe Niku,Meat/Poultry,1997-04-23 00:00:00.000,4,1997,"97.0000",16,0.15,"1552.0000",1319.2001
9,Mishi Kobe Niku,Meat/Poultry,1998-01-23 00:00:00.000,1,1998,"97.0000",3,0.0,"291.0000",291.0
10,Ikura,Seafood,1998-01-27 00:00:00.000,1,1998,"31.0000",100,0.15,"3100.0000",2635.0
10,Ikura,Seafood,1998-01-20 00:00:00.000,1,1998,"31.0000",16,0.0,"496.0000",496.0
10,Ikura,Seafood,1998-02-13 00:00:00.000,2,1998,"31.0000",70,0.0,"2170.0000",2170.0
10,Ikura,Seafood,1998-02-06 00:00:00.000,2,1998,"31.0000",10,0.0,"310.0000",310.0
10,Ikura,Seafood,1998-03-13 00:00:00.000,3,1998,"31.0000",30,0.0,"930.0000",930.0
10,Ikura,Seafood,1998-03-12 00:00:00.000,3,1998,"31.0000",25,0.0,"775.0000",775.0
10,Ikura,Seafood,1998-03-04 00:00:00.000,3,1998,"31.0000",20,0.1,"620.0000",558.0
10,Ikura,Seafood,1998-01-12 00:00:00.000,1,1998,"31.0000",15,0.0,"465.0000",465.0
10,Ikura,Seafood,1997-12-30 00:00:00.000,12,1997,"31.0000",36,0.0,"1116.0000",1116.0
10,Ikura,Seafood,1997-12-18 00:00:00.000,12,1997,"31.0000",10,0.0,"310.0000",310.0
10,Ikura,Seafood,1997-12-12 00:00:00.000,12,1997,"31.0000",6,0.0,"186.0000",186.0
10,Ikura,Seafood,1997-10-30 00:00:00.000,10,1997,"31.0000",16,0.0,"496.0000",496.0
10,Ikura,Seafood,1997-10-23 00:00:00.000,10,1997,"31.0000",21,0.0,"651.0000",651.0
10,Ikura,Seafood,1998-05-06 00:00:00.000,5,1998,"31.0000",1,0.0,"31.0000",31.0
10,Ikura,Seafood,1998-04-14 00:00:00.000,4,1998,"31.0000",24,0.15,"744.0000",632.4
10,Ikura,Seafood,1997-04-28 00:00:00.000,4,1997,"31.0000",16,0.05,"496.0000",471.19998
10,Ikura,Seafood,1997-05-01 00:00:00.000,5,1997,"31.0000",2,0.0,"62.0000",62.0
10,Ikura,Seafood,1997-03-18 00:00:00.000,3,1997,"24.8000",20,0.05,"496.0000",471.19998
10,Ikura,Seafood,1997-06-13 00:00:00.000,6,1997,"31.0000",5,0.0,"155.0000",155.0
10,Ikura,Seafood,1997-10-01 00:00:00.000,10,1997,"31.0000",18,0.1,"558.0000",502.19998
10,Ikura,Seafood,1997-09-29 00:00:00.000,9,1997,"31.0000",20,0.0,"620.0000",620.0
10,Ikura,Seafood,1997-10-22 00:00:00.000,10,1997,"31.0000",18,0.0,"558.0000",558.0
10,Ikura,Seafood,1997-09-10 00:00:00.000,9,1997,"31.0000",24,0.15,"744.0000",632.4
10,Ikura,Seafood,1997-09-22 00:00:00.000,9,1997,"31.0000",2,0.0,"62.0000",62.0
10,Ikura,Seafood,1997-08-27 00:00:00.000,8,1997,"31.0000",18,0.25,"558.0000",418.5
10,Ikura,Seafood,1997-07-24 00:00:00.000,7,1997,"31.0000",10,0.0,"310.0000",310.0
10,Ikura,Seafood,1997-07-28 00:00:00.000,7,1997,"31.0000",70,0.0,"2170.0000",2170.0
10,Ikura,Seafood,1996-12-20 00:00:00.000,12,1996,"24.8000",16,0.0,"396.8000",396.8
10,Ikura,Seafood,1997-02-19 00:00:00.000,2,1997,"24.8000",20,0.2,"496.0000",396.80002
10,Ikura,Seafood,1997-02-18 00:00:00.000,2,1997,"24.8000",14,0.0,"347.2000",347.2
10,Ikura,Seafood,1996-11-19 00:00:00.000,11,1996,"24.8000",30,0.2,"744.0000",595.2
10,Ikura,Seafood,1996-08-05 00:00:00.000,8,1996,"24.8000",24,0.05,"595.2000",565.44
10,Ikura,Seafood,1996-08-08 00:00:00.000,8,1996,"24.8000",15,0.0,"372.0000",372.0
11,Queso Cabrales,Dairy Products,1996-07-04 00:00:00.000,7,1996,"14.0000",12,0.0,"168.0000",168.0
11,Queso Cabrales,Dairy Products,1996-09-03 00:00:00.000,9,1996,"16.8000",12,0.0,"201.6000",201.6
11,Queso Cabrales,Dairy Products,1996-11-13 00:00:00.000,11,1996,"16.8000",12,0.2,"201.6000",161.28001
11,Queso Cabrales,Dairy Products,1996-10-11 00:00:00.000,10,1996,"16.8000",50,0.2,"840.0000",672.0
11,Queso Cabrales,Dairy Products,1997-03-06 00:00:00.000,3,1997,"16.8000",10,0.0,"168.0000",168.0
11,Queso Cabrales,Dairy Products,1997-02-11 00:00:00.000,2,1997,"16.8000",30,0.0,"504.0000",504.0
11,Queso Cabrales,Dairy Products,1997-02-12 00:00:00.000,2,1997,"16.8000",6,0.2,"100.8000",80.64001
11,Queso Cabrales,Dairy Products,1997-02-03 00:00:00.000,2,1997,"16.8000",6,0.0,"100.8000",100.8
11,Queso Cabrales,Dairy Products,1996-11-27 00:00:00.000,11,1996,"16.8000",24,0.0,"403.2000",403.2
11,Queso Cabrales,Dairy Products,1997-01-07 00:00:00.000,1,1997,"16.8000",30,0.0,"504.0000",504.0
11,Queso Cabrales,Dairy Products,1997-07-29 00:00:00.000,7,1997,"21.0000",14,0.0,"294.0000",294.0
11,Queso Cabrales,Dairy Products,1997-08-19 00:00:00.000,8,1997,"21.0000",10,0.0,"210.0000",210.0
11,Queso Cabrales,Dairy Products,1997-10-09 00:00:00.000,10,1997,"21.0000",15,0.0,"315.0000",315.0
11,Queso Cabrales,Dairy Products,1997-06-17 00:00:00.000,6,1997,"21.0000",15,0.05,"315.0000",299.25
11,Queso Cabrales,Dairy Products,1997-06-12 00:00:00.000,6,1997,"21.0000",35,0.15,"735.0000",624.75
11,Queso Cabrales,Dairy Products,1997-05-20 00:00:00.000,5,1997,"21.0000",15,0.05,"315.0000",299.25
11,Queso Cabrales,Dairy Products,1997-05-22 00:00:00.000,5,1997,"21.0000",10,0.0,"210.0000",210.0
11,Queso Cabrales,Dairy Products,1997-05-30 00:00:00.000,5,1997,"21.0000",15,0.0,"315.0000",315.0
11,Queso Cabrales,Dairy Products,1997-03-26 00:00:00.000,3,1997,"16.8000",5,0.0,"84.0000",84.0
